id,carat,cut,color,clarity,depth,table,x,y,z,price
29837,0.34,Ideal,G,IF,60.1,57.0,4.58,4.54,2.74,1084
29838,0.51,Ideal,E,VS2,60.8,56.0,5.18,5.21,3.16,1413
29839,1.86,Ideal,J,VS2,62.6,56.0,7.95,7.87,4.95,10312
29840,0.93,Very Good,G,SI2,62.7,57.0,6.21,6.26,3.91,3738
29841,0.3,Very Good,G,VS1,62.1,60.0,4.24,4.3,2.65,605
29842,0.73,Ideal,G,VS1,60.7,57.0,5.85,5.81,3.54,3411
29843,1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,7648
29844,1.54,Premium,E,SI1,59.3,60.0,7.58,7.54,4.48,11795
29845,1.55,Ideal,F,SI1,61.9,55.0,7.47,7.42,4.61,14220
29846,1.41,Premium,H,VS2,62.0,58.0,7.19,7.12,4.44,8686
29847,0.42,Ideal,G,VVS1,62.8,55.0,4.78,4.8,3.01,1245
29848,2.3,Ideal,H,SI2,62.6,57.0,8.4,8.35,5.25,14215
29849,0.41,Premium,G,SI1,62.6,59.0,4.77,4.72,2.97,923
29850,1.07,Very Good,J,SI2,61.6,54.0,6.57,6.59,4.05,3783
29851,1.33,Premium,G,SI2,63.0,59.0,7.0,6.97,4.4,6480
29852,0.46,Ideal,D,VS2,62.7,57.0,4.93,4.89,3.08,1388
29853,0.72,Ideal,I,VS2,61.6,55.0,5.76,5.78,3.55,2312
29854,1.5,Premium,G,SI2,60.7,61.0,7.36,7.33,4.46,8736
29855,1.01,Very Good,E,VS2,61.6,58.0,6.43,6.49,3.98,6754
29856,0.38,Premium,E,VS2,61.8,58.0,4.64,4.61,2.86,1112
29857,1.0,Good,D,VS1,62.7,62.0,6.21,6.23,3.9,7672
29858,0.95,Ideal,G,IF,59.8,59.0,6.36,6.43,3.82,6951
29859,2.32,Premium,J,SI2,59.0,59.0,8.69,8.64,5.11,14666
29860,0.9,Very Good,F,SI1,61.6,56.0,6.14,6.2,3.8,3724
29861,0.9,Premium,D,SI2,61.0,59.0,6.18,6.14,3.76,3740
29862,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,11333
29863,0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,936
29864,0.4,Premium,F,VS2,62.1,58.0,4.76,4.71,2.94,1080
29865,0.7,Ideal,E,SI1,60.9,57.0,5.73,5.76,3.5,2768
29866,0.32,Premium,H,VS2,61.7,59.0,4.35,4.4,2.7,505
29867,0.32,Very Good,F,VVS2,62.3,57.0,4.38,4.41,2.73,778
29868,0.31,Ideal,H,VVS1,61.5,54.0,4.36,4.39,2.69,707
29869,0.7,Very Good,G,SI1,62.5,57.0,5.63,5.7,3.54,2106
29870,0.3,Ideal,D,SI2,61.1,55.0,4.32,4.35,2.65,447
29871,1.04,Ideal,D,VS1,59.1,56.0,6.65,6.59,3.91,8341
29872,1.05,Very Good,E,SI2,63.3,57.0,6.5,6.46,4.1,4763
29873,0.32,Very Good,D,SI1,63.3,57.0,4.39,4.36,2.77,756
29874,0.56,Ideal,H,VS2,61.3,56.0,5.32,5.27,3.25,1625
29875,0.4,Premium,D,SI1,62.5,61.0,4.69,4.66,2.92,924
29876,0.75,Premium,H,VS1,58.9,62.0,5.96,5.93,3.5,2588
29877,1.01,Premium,G,VS2,61.2,59.0,6.43,6.37,3.92,5131
29878,1.09,Very Good,G,SI1,60.2,60.0,6.66,6.7,4.02,5305
29879,0.7,Ideal,E,VS1,62.9,57.0,5.66,5.61,3.54,2818
29880,0.72,Good,F,VS1,63.8,58.0,5.68,5.63,3.61,3002
29881,1.38,Ideal,I,SI2,61.8,57.0,7.14,7.1,4.4,5796
29882,1.5,Good,H,VS2,64.3,60.0,7.16,7.08,4.58,8165
29883,0.51,Premium,F,VS2,60.1,59.0,5.2,5.18,3.12,1574
29884,1.0,Very Good,D,SI2,63.4,58.0,6.33,6.3,4.01,3304
29885,0.57,Ideal,F,VVS1,62.5,56.0,5.27,5.32,3.31,2682
29886,1.5,Ideal,G,VS2,62.2,54.0,7.39,7.34,4.58,13154
29887,1.0,Very Good,H,SI1,60.0,63.0,6.37,6.34,3.81,4469
29888,0.71,Ideal,G,VS2,62.4,54.0,5.72,5.76,3.58,2762
29889,0.33,Very Good,D,VS1,60.3,61.0,4.48,4.51,2.71,727
29890,1.59,Premium,J,VS2,62.6,59.0,7.43,7.45,4.66,7811
29891,1.09,Ideal,G,VS1,60.5,57.0,6.69,6.73,4.06,7078
29892,0.5,Ideal,G,IF,61.5,56.0,5.11,5.14,3.15,2104
29893,1.51,Very Good,J,VS2,61.0,58.0,7.35,7.41,4.5,7744
29894,0.28,Ideal,H,VS2,62.5,54.0,4.2,4.22,2.63,467
29895,0.23,Very Good,E,VVS2,61.8,58.0,3.92,3.94,2.43,530
29896,0.75,Premium,H,SI1,60.2,59.0,5.92,5.88,3.55,2329
29897,1.2,Ideal,H,VS2,62.4,56.6,6.74,6.8,4.22,7235
29898,0.9,Good,F,SI1,59.3,56.0,6.27,6.32,3.73,4016
29899,0.32,Ideal,G,VVS2,61.6,55.0,4.41,4.42,2.72,730
29900,1.2,Premium,E,SI1,60.3,57.0,6.98,6.84,4.17,7362
29901,0.75,Fair,D,SI1,65.1,57.0,5.64,5.6,3.66,2376
29902,1.15,Ideal,J,VS1,61.5,55.0,6.81,6.76,4.17,5152
29903,0.54,Premium,D,VVS2,62.0,59.0,5.17,5.22,3.22,2505
29904,0.43,Ideal,G,VS1,61.6,55.1,4.85,4.89,3.0,1005
29905,0.71,Ideal,H,VS1,62.4,56.0,5.66,5.71,3.55,2559
29906,0.91,Ideal,I,VS1,62.5,55.0,6.25,6.2,3.89,3669
29907,0.31,Very Good,E,IF,63.0,55.0,4.33,4.37,2.74,938
29908,0.9,Good,G,VS2,63.6,59.0,6.1,6.04,3.86,4022
29909,2.15,Ideal,H,SI1,61.5,60.0,8.17,8.29,5.06,18470
29910,0.4,Good,G,SI2,60.6,55.8,4.76,4.82,2.91,672
29911,1.4,Premium,I,VVS2,62.0,58.0,7.22,7.16,4.46,8467
29912,0.9,Very Good,I,VS1,63.3,58.0,6.07,6.1,3.85,3656
29913,0.61,Premium,F,SI2,60.9,58.0,5.52,5.44,3.34,1401
29914,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,3589
29915,0.9,Very Good,G,SI1,63.8,57.0,6.04,6.13,3.88,3752
29916,1.0,Very Good,F,VS1,61.9,58.0,6.34,6.37,3.94,7450
29917,0.38,Premium,I,VS1,61.3,60.0,4.65,4.62,2.84,898
29918,0.7,Good,E,VS1,63.6,58.0,5.61,5.56,3.55,2964
29919,0.56,Ideal,F,SI1,61.4,57.0,5.3,5.28,3.25,1441
29920,0.5,Ideal,G,VS2,62.0,56.0,5.08,5.11,3.16,1449
29921,0.9,Good,E,VS1,64.8,54.0,6.12,6.07,3.95,4353
29922,1.21,Premium,I,SI1,61.7,56.0,6.87,6.82,4.22,6098
29923,0.5,Very Good,G,VVS2,62.1,61.0,5.07,5.1,3.16,1715
29924,0.5,Premium,F,VS2,61.8,58.0,5.1,5.06,3.14,1654
29925,1.01,Good,G,VS2,63.6,60.0,6.35,6.3,4.02,5701
29926,0.5,Ideal,E,VS2,62.7,55.0,5.08,5.12,3.2,1451
29927,0.39,Premium,E,VS2,62.5,60.0,4.67,4.64,2.91,951
29928,1.01,Premium,G,SI2,62.9,57.0,6.39,6.33,4.0,3750
29929,1.12,Premium,E,I1,61.0,59.0,6.7,6.74,4.1,3942
29930,0.78,Very Good,I,SI2,60.6,60.0,5.91,5.93,3.59,2130
29931,1.07,Premium,H,SI2,60.0,59.0,6.6,6.56,3.95,3775
29932,0.5,Ideal,E,VS2,62.1,54.0,5.11,5.13,3.18,1624
29933,1.27,Premium,H,SI2,59.3,61.0,7.12,7.05,4.2,2845
29934,0.71,Ideal,G,SI1,62.5,57.0,5.72,5.64,3.55,2215
29935,0.3,Very Good,D,VS1,58.0,62.0,4.44,4.45,2.58,666
29936,0.3,Good,H,SI2,63.9,56.0,4.27,4.24,2.72,473
29937,0.91,Very Good,D,SI1,61.5,59.0,6.18,6.25,3.82,4239
29938,1.05,Very Good,G,VS2,63.0,57.0,6.48,6.51,4.09,5987
29939,1.52,Very Good,I,SI1,62.7,59.0,7.26,7.34,4.58,7506
29940,0.71,Very Good,I,VVS2,61.5,58.0,5.73,5.81,3.55,2448
29941,0.57,Premium,E,VS2,62.0,58.0,5.38,5.33,3.32,1763
29942,0.37,Very Good,G,IF,61.8,56.0,4.6,4.64,2.85,1003
29943,1.07,Ideal,E,SI2,61.6,55.0,6.62,6.59,4.07,4564
29944,0.31,Ideal,D,VS2,61.7,55.0,4.35,4.4,2.7,734
29945,1.57,Ideal,J,SI1,62.0,55.6,7.43,7.47,4.62,8035
29946,0.41,Premium,D,SI1,59.6,59.0,4.82,4.85,2.88,791
29947,0.34,Ideal,G,IF,61.6,56.0,4.48,4.51,2.77,1014
29948,0.82,Very Good,I,SI1,62.3,58.0,5.94,6.0,3.72,2602
29949,0.3,Ideal,D,SI1,62.2,56.0,4.3,4.25,2.66,709
29950,0.3,Ideal,F,VS1,62.4,56.0,4.3,4.32,2.68,673
29951,0.79,Very Good,E,SI1,63.2,56.0,5.91,5.83,3.71,3053
29952,2.06,Premium,G,SI2,59.8,61.0,8.26,8.22,4.93,15949
29953,0.79,Ideal,G,VS1,62.0,56.0,5.91,5.93,3.67,3413
29954,1.0,Very Good,F,VVS2,62.3,57.0,6.34,6.41,3.97,8772
29955,1.02,Very Good,F,SI1,63.2,59.0,6.38,6.35,4.02,5398
29956,0.7,Ideal,F,SI1,60.3,58.0,5.76,5.81,3.49,2671
29957,1.06,Ideal,F,SI1,61.2,55.0,6.62,6.57,4.03,4862
29958,1.04,Good,F,SI2,63.1,60.0,6.35,6.42,4.03,4427
29959,0.9,Very Good,E,SI2,61.6,58.0,6.18,6.23,3.82,3715
29960,0.53,Premium,G,SI1,61.3,58.0,5.21,5.16,3.18,1363
29961,1.5,Premium,F,VS2,61.1,58.0,7.36,7.33,4.49,14199
29962,0.57,Ideal,E,VS2,61.6,56.0,5.33,5.38,3.3,1851
29963,1.29,Good,J,VS2,58.2,61.0,7.07,7.12,4.13,5898
29964,0.41,Premium,G,VS1,62.7,57.0,4.77,4.74,2.98,961
29965,0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,1768
29966,0.95,Premium,G,SI2,59.8,60.0,6.36,6.34,3.8,3181
29967,2.02,Premium,E,SI2,59.8,58.0,8.2,8.16,4.89,17825
29968,0.59,Very Good,G,SI1,63.0,57.0,5.35,5.38,3.38,1412
29969,0.77,Premium,G,SI1,61.6,59.0,5.9,5.85,3.62,2657
29970,1.21,Very Good,J,VS2,62.4,58.0,6.79,6.83,4.25,4191
29971,0.85,Ideal,E,SI2,60.7,55.0,6.14,6.19,3.74,3441
29972,3.0,Very Good,H,I1,63.1,55.0,9.23,9.1,5.77,6512
29973,1.04,Premium,G,IF,61.3,58.0,6.52,6.43,3.97,9039
29974,1.15,Ideal,I,VS2,61.7,57.0,6.72,6.74,4.15,5534
29975,1.01,Very Good,D,I1,63.4,61.0,6.38,6.3,4.02,2291
29976,0.37,Premium,E,SI1,60.6,54.0,4.68,4.63,2.82,833
29977,1.24,Very Good,E,SI1,61.7,59.0,6.85,6.89,4.24,8073
29978,1.06,Very Good,F,SI1,59.5,63.0,6.62,6.59,3.93,4488
29979,1.2,Very Good,J,VS1,62.9,60.0,6.64,6.69,4.19,5226
29980,1.3,Good,E,VVS2,62.8,59.0,6.95,6.99,4.38,12967
29981,0.93,Good,G,SI2,64.5,56.3,6.08,6.14,3.94,3425
29982,0.58,Very Good,F,SI1,59.4,58.0,5.45,5.5,3.25,1442
29983,2.0,Good,E,SI2,57.6,63.0,8.2,8.16,4.73,16206
29984,0.33,Very Good,H,VS1,60.2,62.0,4.44,4.47,2.68,579
29985,0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,2135
29986,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,4508
29987,0.7,Ideal,H,SI1,61.9,57.0,5.66,5.69,3.51,2107
29988,0.7,Good,F,SI1,59.7,64.0,5.71,5.74,3.42,2337
29989,1.0,Premium,E,SI1,61.9,60.0,6.46,6.37,3.97,5544
29990,0.71,Good,F,VS2,57.8,60.0,5.9,5.87,3.4,2801
29991,0.3,Premium,D,VS1,59.7,58.0,4.39,4.32,2.6,848
29992,0.3,Premium,I,VS1,60.3,58.0,4.32,4.34,2.61,473
29993,1.11,Ideal,H,VVS1,60.8,56.0,6.68,6.76,4.08,8508
29994,0.9,Good,D,SI1,61.9,64.0,6.0,6.09,3.74,3567
29995,0.55,Ideal,D,SI1,60.6,56.0,5.32,5.27,3.21,1819
29996,0.5,Ideal,E,VS2,62.0,56.0,5.06,5.1,3.15,1559
29997,0.34,Premium,G,VS2,61.2,58.0,4.46,4.5,2.74,596
29998,0.5,Very Good,E,VS2,61.3,62.0,5.05,5.1,3.11,1407
29999,0.32,Ideal,F,VS2,62.3,56.0,4.37,4.4,2.73,645
30000,0.53,Ideal,D,VVS1,62.1,57.0,5.15,5.18,3.21,3442
30001,0.32,Very Good,I,VS2,63.0,56.0,4.38,4.42,2.77,449
30002,0.32,Very Good,I,VS2,63.4,55.0,4.37,4.33,2.76,576
30003,1.0,Fair,H,SI2,66.1,56.0,6.21,5.97,4.04,2856
30004,0.7,Premium,G,IF,60.0,59.0,5.75,5.79,3.46,3447
30005,2.0,Fair,H,SI2,65.2,55.0,7.9,7.85,5.13,11600
30006,0.32,Ideal,G,VS1,60.9,56.0,4.41,4.45,2.7,645
30007,1.05,Ideal,G,VS2,60.8,57.0,6.65,6.58,4.02,6604
30008,1.26,Premium,H,SI2,61.3,57.0,6.96,6.87,4.24,6350
30009,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,3387
30010,0.4,Ideal,F,SI1,62.6,54.0,4.77,4.7,2.96,918
30011,0.71,Premium,H,VS2,62.8,56.0,5.75,5.68,3.59,2531
30012,0.3,Ideal,G,VS2,62.5,53.0,4.27,4.3,2.68,526
30013,0.3,Very Good,E,VVS2,61.4,60.0,4.25,4.28,2.62,789
30014,0.9,Premium,E,SI1,62.2,59.0,6.21,6.16,3.88,4259
30015,0.24,Good,F,VS1,62.5,60.0,3.96,3.98,2.48,399
30016,0.33,Ideal,E,VVS2,61.7,57.0,4.41,4.44,2.73,868
30017,2.06,Premium,H,SI1,62.4,59.0,8.11,8.07,5.05,14863
30018,0.24,Very Good,D,VVS2,62.9,58.0,3.96,3.99,2.5,552
30019,0.5,Very Good,H,VS1,62.5,59.0,5.01,5.04,3.14,1429
30020,0.7,Premium,E,IF,62.9,59.0,5.66,5.59,3.4,3403
30021,0.42,Ideal,F,SI2,62.1,56.0,4.8,4.83,2.99,663
30022,1.7,Very Good,H,VS2,61.8,59.0,7.58,7.66,4.71,12257
30023,0.38,Very Good,G,VS1,61.9,56.0,4.63,4.68,2.88,833
30024,0.51,Ideal,D,VS2,61.7,56.0,5.12,5.15,3.17,1633
30025,0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,675
30026,0.73,Premium,I,VS1,60.3,58.0,5.87,5.83,3.53,2393
30027,0.38,Good,F,VS2,62.7,58.0,4.56,4.6,2.87,752
30028,0.62,Premium,G,SI1,59.9,58.0,5.56,5.49,3.31,1572
30029,1.18,Ideal,G,VVS1,61.1,57.0,6.84,6.78,4.16,9260
30030,1.1,Ideal,D,VVS2,62.0,57.0,6.62,6.57,4.09,11233
30031,0.78,Very Good,G,SI1,63.0,58.0,5.82,5.86,3.68,2721
30032,0.52,Ideal,D,VS2,62.6,56.0,5.14,5.11,3.21,1919
30033,0.9,Very Good,D,SI2,58.8,59.0,6.24,6.28,3.68,3643
30034,1.16,Premium,H,SI1,60.2,59.0,6.84,6.77,4.1,5480
30035,0.51,Ideal,G,VVS2,60.1,56.0,5.22,5.19,3.13,1974
30036,2.05,Ideal,H,SI1,61.9,57.0,8.09,8.14,5.02,17006
30037,1.6,Very Good,E,SI2,62.5,54.0,7.5,7.55,4.7,11537
30038,1.02,Very Good,F,VVS2,63.7,59.0,6.34,6.38,4.05,9728
30039,0.31,Premium,I,SI1,61.4,61.0,4.39,4.34,2.68,523
30040,1.53,Ideal,G,SI2,62.5,57.0,7.39,7.32,4.6,9596
30041,0.32,Ideal,D,VS2,62.2,56.0,4.36,4.39,2.72,758
30042,0.34,Fair,F,VVS1,55.2,59.0,4.72,4.77,2.62,1040
30043,0.33,Ideal,G,IF,61.3,57.0,4.46,4.42,2.72,1052
30044,1.05,Very Good,G,SI2,61.6,60.0,6.49,6.56,4.02,4241
30045,1.51,Premium,E,SI2,60.6,59.0,7.47,7.41,4.51,10570
30046,1.04,Ideal,G,SI2,60.7,57.0,6.51,6.61,3.98,4375
30047,2.28,Ideal,I,SI2,62.9,57.0,8.41,8.34,5.27,16187
30048,1.17,Premium,F,VS2,62.4,56.0,6.76,6.71,4.2,7568
30049,1.0,Very Good,G,VS1,59.1,61.0,6.48,6.54,3.85,6435
30050,1.01,Premium,I,SI2,60.5,61.0,6.47,6.42,3.9,3761
30051,1.52,Ideal,E,VS2,62.4,55.0,7.42,7.32,4.6,15488
30052,0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,1803
30053,0.41,Ideal,I,SI1,61.6,56.0,4.79,4.82,2.96,639
30054,1.06,Very Good,D,SI2,60.9,58.0,6.57,6.63,4.02,4471
30055,1.22,Ideal,H,SI2,61.1,57.0,6.9,5.92,4.22,5703
30056,1.5,Ideal,G,VS1,61.0,57.0,7.32,7.4,4.49,12576
30057,1.35,Ideal,H,VVS1,61.9,57.0,7.06,7.09,4.38,10639
30058,0.43,Very Good,H,SI2,60.4,56.0,4.9,4.93,2.97,937
30059,1.52,Very Good,D,SI2,60.6,62.0,7.37,7.42,4.48,9389
30060,1.21,Premium,G,VVS2,58.5,58.0,7.06,6.95,4.1,9541
30061,0.3,Premium,G,VVS1,61.7,58.0,4.3,4.26,2.64,1013
30062,0.36,Very Good,E,VS2,59.8,62.0,4.56,4.61,2.74,789
30063,0.4,Ideal,F,VS1,61.4,57.0,4.74,4.77,2.92,960
30064,0.55,Ideal,G,VS2,61.1,57.0,5.29,5.31,3.24,1833
30065,0.34,Ideal,E,VVS1,61.4,56.0,4.51,4.54,2.78,973
30066,0.32,Very Good,H,SI1,61.8,56.0,4.38,4.41,2.71,482
30067,0.3,Ideal,E,VS2,61.4,55.0,4.32,4.34,2.66,658
30068,0.93,Ideal,D,SI1,61.6,57.0,6.27,6.33,3.88,4724
30069,0.56,Ideal,D,VS1,61.7,56.0,5.33,5.3,3.28,2026
30070,0.29,Good,F,IF,56.8,65.0,4.37,4.4,2.49,633
30071,2.21,Ideal,D,SI2,62.0,57.0,8.36,8.31,5.18,16558
30072,1.02,Very Good,E,VVS2,60.3,58.0,6.53,6.57,3.95,8745
30073,1.32,Premium,I,SI1,62.3,58.0,6.98,7.01,4.36,6171
30074,0.32,Premium,E,VVS2,61.1,58.0,4.45,4.42,2.71,1080
30075,0.51,Very Good,F,VS1,60.8,59.0,5.15,5.18,3.14,1961
30076,0.26,Good,F,VVS2,60.4,61.0,4.13,4.18,2.51,517
30077,0.56,Ideal,J,VS2,61.4,56.0,5.32,5.34,3.27,1131
30078,1.24,Very Good,J,SI1,61.6,60.0,6.89,6.95,4.26,5045
30079,0.23,Very Good,E,VVS2,60.8,61.0,3.91,3.94,2.39,505
30080,0.34,Ideal,E,VS2,62.2,57.0,4.46,4.42,2.76,829
30081,1.53,Premium,J,VVS1,61.6,58.0,7.37,7.4,4.55,9155
30082,1.0,Ideal,F,SI2,61.8,57.0,6.45,6.36,3.96,4274
30083,0.7,Ideal,E,VS2,60.5,59.0,5.72,5.75,3.47,3201
30084,1.13,Ideal,G,VVS2,60.7,57.0,6.74,6.81,4.11,8192
30085,1.07,Premium,D,SI1,61.8,61.0,6.57,6.54,4.05,5872
30086,1.07,Very Good,D,SI1,61.8,61.0,6.54,6.57,4.05,5767
30087,1.14,Ideal,H,VS1,61.9,53.0,6.73,6.75,4.17,6926
30088,0.41,Premium,E,VS1,61.2,58.0,4.78,4.76,2.92,1153
30089,1.0,Very Good,D,VVS2,61.7,58.0,6.37,6.41,3.94,10113
30090,0.28,Ideal,G,VS2,62.2,54.0,4.21,4.24,2.63,497
30091,1.02,Ideal,H,VS2,61.8,55.0,6.48,6.51,4.01,6065
30092,1.01,Good,G,VS1,64.0,60.0,6.29,6.33,4.04,6509
30093,1.1,Premium,G,VS2,60.5,60.0,6.67,6.58,4.01,6284
30094,1.02,Premium,I,SI1,60.2,60.0,6.45,6.39,3.87,3713
30095,0.38,Ideal,F,VS1,62.0,54.0,4.65,4.68,2.89,865
30096,0.71,Ideal,J,VVS2,60.5,58.0,5.77,5.8,3.5,2162
30097,0.4,Good,F,VS2,63.4,54.4,4.68,4.73,2.99,826
30098,0.71,Good,J,VS2,60.6,61.0,5.7,5.79,3.48,1922
30099,2.0,Ideal,J,SI1,62.4,54.0,8.02,8.09,5.03,12433
30100,0.72,Premium,F,SI1,61.7,59.0,5.74,5.7,3.53,2492
30101,1.24,Premium,J,SI1,61.8,58.0,6.9,6.86,4.25,4687
30102,1.54,Premium,E,SI2,59.9,60.0,7.49,7.38,4.46,8408
30103,0.84,Ideal,J,VS2,61.1,57.0,6.09,6.12,3.73,2709
30104,1.09,Ideal,F,SI2,61.6,54.0,6.69,6.62,4.1,3882
30105,0.28,Very Good,E,VVS2,59.1,59.0,4.27,4.33,2.54,642
30106,0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,2586
30107,2.04,Very Good,I,I1,59.3,61.0,8.25,8.3,4.91,8257
30108,1.28,Premium,I,SI1,59.4,61.0,7.11,7.04,4.2,3942
30109,0.51,Ideal,E,VS2,62.4,57.0,5.1,5.13,3.19,1656
30110,0.34,Premium,E,VS2,61.1,60.0,4.48,4.45,2.73,956
30111,0.52,Premium,D,SI1,61.4,58.0,5.19,5.16,3.18,1720
30112,0.6,Very Good,F,SI1,60.6,57.0,5.46,5.5,3.32,1661
30113,1.53,Premium,G,SI1,61.7,59.0,7.31,7.4,4.54,9572
30114,0.8,Ideal,G,SI2,62.2,57.0,5.93,5.96,3.7,2657
30115,0.71,Premium,D,SI1,60.9,59.0,5.72,5.71,3.48,2743
30116,1.24,Very Good,E,VS1,59.9,61.0,6.96,6.99,4.18,10202
30117,1.0,Premium,D,SI1,59.5,60.0,6.49,6.42,3.84,5488
30118,0.7,Very Good,H,VVS1,63.5,58.0,5.63,5.59,3.56,2682
30119,0.6,Very Good,G,SI1,61.1,57.0,5.36,5.47,3.31,1554
30120,0.7,Premium,H,SI2,60.2,61.0,5.76,5.66,3.44,2184
30121,0.39,Ideal,E,VVS2,61.9,55.0,4.7,4.74,2.92,1034
30122,0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,755
30123,1.5,Very Good,I,VS2,62.5,59.0,7.26,7.3,4.55,8893
30124,0.74,Very Good,E,VS1,62.8,59.0,5.68,5.76,3.59,3416
30125,0.32,Ideal,E,SI2,61.3,56.0,4.42,4.45,2.72,427
30126,0.25,Fair,E,VS1,55.2,64.0,4.21,4.23,2.33,361
30127,0.98,Very Good,H,SI2,62.2,60.0,6.31,6.36,3.94,4479
30128,1.0,Very Good,F,VVS2,63.2,56.0,6.35,6.3,4.0,8172
30129,0.41,Good,E,VS1,62.8,58.0,4.67,4.7,2.94,827
30130,0.33,Very Good,D,SI2,63.3,53.0,4.42,4.39,2.79,631
30131,0.52,Very Good,H,SI1,62.6,59.0,5.06,5.13,3.19,1161
30132,0.29,Very Good,F,VVS1,60.5,57.0,4.31,4.34,2.61,731
30133,1.01,Fair,I,VS1,64.9,58.0,6.17,6.22,4.02,4263
30134,1.02,Very Good,I,SI2,63.4,57.0,6.37,6.4,4.05,3769
30135,1.05,Good,D,SI1,63.7,59.0,6.42,6.38,4.08,6174
30136,1.0,Fair,D,SI2,64.8,60.0,6.23,6.18,4.02,3304
30137,0.51,Very Good,F,VS2,61.0,58.0,5.1,5.17,3.13,1569
30138,0.4,Good,F,I1,63.3,60.4,4.64,4.68,2.95,491
30139,1.74,Very Good,D,SI1,61.9,58.0,7.74,7.79,4.81,16286
30140,2.56,Premium,J,SI1,61.4,58.0,8.76,8.73,5.37,17186
30141,1.03,Ideal,E,VVS2,61.9,57.0,6.46,6.5,4.01,8811
30142,2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,18440
30143,0.64,Ideal,G,SI2,62.2,53.0,5.54,5.56,3.45,1175
30144,0.4,Premium,D,VS2,60.5,59.0,4.8,4.76,2.89,1050
30145,0.42,Ideal,I,VS1,61.5,55.0,4.83,4.86,2.98,771
30146,0.51,Premium,E,VS2,61.7,58.0,5.12,5.15,3.17,1656
30147,0.93,Ideal,G,SI1,62.0,56.0,6.22,6.26,3.87,4546
30148,0.7,Ideal,G,VVS1,62.6,57.0,5.65,5.7,3.55,3247
30149,1.15,Ideal,H,VS1,62.7,57.0,6.68,6.64,4.17,7123
30150,1.52,Premium,H,SI1,60.1,60.0,7.47,7.45,4.48,10330
30151,0.71,Very Good,F,VS2,63.0,54.0,5.7,5.72,3.6,3323
30152,0.3,Premium,F,SI2,62.6,61.0,4.24,4.2,2.64,506
30153,0.36,Premium,J,SI1,61.3,60.0,4.59,4.52,2.79,541
30154,0.4,Ideal,E,VVS2,61.7,55.0,4.74,4.76,2.93,1158
30155,2.33,Premium,H,I1,60.7,58.0,8.64,8.56,5.22,8220
30156,0.5,Good,F,SI1,59.6,58.0,5.1,5.16,3.06,1214
30157,2.19,Ideal,H,SI1,60.6,57.0,8.39,8.35,5.07,18475
30158,1.25,Premium,G,VVS1,62.0,58.0,6.96,6.87,4.29,7389
30159,0.41,Ideal,D,SI1,63.0,56.0,4.8,4.75,3.01,920
30160,1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,4704
30161,0.41,Good,E,SI1,63.9,58.0,4.7,4.72,3.01,755
30162,0.93,Premium,F,SI1,62.3,59.0,6.25,6.21,3.88,5729
30163,1.04,Premium,F,VS1,59.4,60.0,6.58,6.56,3.9,7632
30164,0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,2130
30165,0.91,Very Good,E,SI2,60.5,59.0,6.26,6.34,3.81,3986
30166,1.64,Ideal,G,VS2,61.5,56.0,7.59,7.62,4.68,16297
30167,0.8,Ideal,E,SI1,61.5,58.0,5.96,6.0,3.68,3362
30168,0.3,Premium,G,VS1,61.9,59.0,4.32,4.28,2.66,776
30169,1.51,Very Good,H,VS2,62.8,58.0,7.21,7.28,4.55,10225
30170,0.7,Premium,H,SI2,62.9,61.0,5.57,5.53,3.49,1942
30171,2.05,Premium,E,SI2,59.7,59.0,8.39,8.27,4.97,17237
30172,1.34,Ideal,E,VVS2,62.6,54.0,7.05,7.07,4.42,14593
30173,1.23,Very Good,F,VS1,62.0,59.0,6.84,6.87,4.25,10035
30174,0.51,Ideal,H,IF,62.3,54.0,5.14,5.17,3.21,1879
30175,0.31,Premium,H,VS2,61.9,58.0,4.39,4.37,2.71,628
30176,0.7,Ideal,I,SI1,61.2,55.0,5.71,5.76,3.51,2343
30177,2.14,Ideal,H,SI2,63.0,55.0,8.25,8.23,5.19,12720
30178,0.31,Premium,E,VS1,61.1,58.0,4.34,4.37,2.66,734
30179,0.52,Premium,H,VS1,61.4,57.0,5.27,5.16,3.2,1577
30180,0.7,Ideal,J,VS1,62.8,56.0,5.64,5.66,3.55,2000
30181,0.55,Ideal,E,VS2,59.8,57.0,5.3,5.34,3.18,1596
30182,0.23,Premium,E,VS1,61.8,60.0,3.91,3.95,2.43,400
